             vname   code                          short
1            cntry     32                      Argentina
2            cntry     51                        Armenia
3            cntry     40                        Austria
4            cntry     50                     Bangladesh
5            cntry    112                        Belarus
6            cntry     68                        Bolivia
7            cntry     76                         Brazil
8            cntry    854                   Burkina Faso
9            cntry    116                       Cambodia
10           cntry    120                       Cameroon
11           cntry    124                         Canada
12           cntry    152                          Chile
13           cntry    156                          China
14           cntry    170                       Colombia
15           cntry    188                     Costa Rica
16           cntry    192                           Cuba
17           cntry    214             Dominican Republic
18           cntry    218                        Ecuador
19           cntry    818                          Egypt
20           cntry    222                    El Salvador
21           cntry    242                           Fiji
22           cntry    250                         France
23           cntry    276                        Germany
24           cntry    288                          Ghana
25           cntry    300                         Greece
26           cntry    324                         Guinea
27           cntry    332                          Haiti
28           cntry    348                        Hungary
29           cntry    356                          India
30           cntry    360                      Indonesia
31           cntry    364                           Iran
32           cntry    368                           Iraq
33           cntry    372                        Ireland
34           cntry    376                         Israel
35           cntry    380                          Italy
36           cntry    388                        Jamaica
37           cntry    400                         Jordan
38           cntry    404                          Kenya
39           cntry    417                Kyrgyz Republic
40           cntry    430                        Liberia
41           cntry    454                         Malawi
42           cntry    458                       Malaysia
43           cntry    466                           Mali
44           cntry    484                         Mexico
45           cntry    496                       Mongolia
46           cntry    504                        Morocco
47           cntry    524                          Nepal
48           cntry    528                    Netherlands
49           cntry    558                      Nicaragua
50           cntry    566                        Nigeria
51           cntry    586                       Pakistan
52           cntry    275                      Palestine
53           cntry    591                         Panama
54           cntry    604                           Peru
55           cntry    608                    Philippines
56           cntry    620                       Portugal
57           cntry    630                    Puerto Rico
58           cntry    642                        Romania
59           cntry    646                         Rwanda
60           cntry    662                    Saint Lucia
61           cntry    686                        Senegal
62           cntry    694                   Sierra Leone
63           cntry    705                       Slovenia
64           cntry    710                   South Africa
65           cntry    728                    South Sudan
66           cntry    724                          Spain
67           cntry    729                          Sudan
68           cntry    756                    Switzerland
69           cntry    834                       Tanzania
70           cntry    764                       Thailand
71           cntry    792                         Turkey
72           cntry    800                         Uganda
73           cntry    804                        Ukraine
74           cntry    826                 United Kingdom
75           cntry    840                  United States
76           cntry    858                        Uruguay
77           cntry    862                      Venezuela
78           cntry    704                        Vietnam
79           cntry    894                         Zambia
80            year   1960                           1960
81            year   1962                           1962
82            year   1963                           1963
83            year   1964                           1964
84            year   1966                           1966
85            year   1968                           1968
86            year   1969                           1969
87            year   1970                           1970
88            year   1971                           1971
89            year   1972                           1972
90            year   1973                           1973
91            year   1974                           1974
92            year   1975                           1975
93            year   1976                           1976
94            year   1977                           1977
95            year   1979                           1979
96            year   1980                           1980
97            year   1981                           1981
98            year   1982                           1982
99            year   1983                           1983
100           year   1984                           1984
101           year   1985                           1985
102           year   1986                           1986
103           year   1987                           1987
104           year   1989                           1989
105           year   1990                           1990
106           year   1991                           1991
107           year   1992                           1992
108           year   1993                           1993
109           year   1994                           1994
110           year   1995                           1995
111           year   1996                           1996
112           year   1997                           1997
113           year   1998                           1998
114           year   1999                           1999
115           year   2000                           2000
116           year   2001                           2001
117           year   2002                           2002
118           year   2003                           2003
119           year   2004                           2004
120           year   2005                           2005
121           year   2006                           2006
122           year   2007                           2007
123           year   2008                           2008
124           year   2009                           2009
125           year   2010                           2010
126           year   2011                           2011
127         sample    321                 Argentina 1970
128         sample    322                 Argentina 1980
129         sample    323                 Argentina 1991
130         sample    324                 Argentina 2001
131         sample    325                 Argentina 2010
132         sample    511                   Armenia 2001
133         sample    401                   Austria 1971
134         sample    402                   Austria 1981
135         sample    403                   Austria 1991
136         sample    404                   Austria 2001
137         sample    501                Bangladesh 1991
138         sample    502                Bangladesh 2001
139         sample    503                Bangladesh 2011
140         sample    681                   Bolivia 1976
141         sample    682                   Bolivia 1992
142         sample    683                   Bolivia 2001
143         sample    761                    Brazil 1960
144         sample    762                    Brazil 1970
145         sample    763                    Brazil 1980
146         sample    764                    Brazil 1991
147         sample    765                    Brazil 2000
148         sample    766                    Brazil 2010
149         sample   1121                   Belarus 1999
150         sample   8541              Burkina Faso 1985
151         sample   8542              Burkina Faso 1996
152         sample   8543              Burkina Faso 2006
153         sample   1161                  Cambodia 1998
154         sample   1162                  Cambodia 2008
155         sample   1201                  Cameroon 1976
156         sample   1202                  Cameroon 1987
157         sample   1203                  Cameroon 2005
158         sample   1241                    Canada 1971
159         sample   1242                    Canada 1981
160         sample   1243                    Canada 1991
161         sample   1244                    Canada 2001
162         sample   1521                     Chile 1960
163         sample   1522                     Chile 1970
164         sample   1523                     Chile 1982
165         sample   1524                     Chile 1992
166         sample   1525                     Chile 2002
167         sample   1561                     China 1982
168         sample   1562                     China 1990
169         sample   1701                  Colombia 1964
170         sample   1702                  Colombia 1973
171         sample   1703                  Colombia 1985
172         sample   1704                  Colombia 1993
173         sample   1705                  Colombia 2005
174         sample   1881                Costa Rica 1963
175         sample   1882                Costa Rica 1973
176         sample   1883                Costa Rica 1984
177         sample   1884                Costa Rica 2000
178         sample   1921                      Cuba 2002
179         sample   2141        Dominican Republic 1960
180         sample   2142        Dominican Republic 1970
181         sample   2143        Dominican Republic 1981
182         sample   2144        Dominican Republic 2002
183         sample   2145        Dominican Republic 2010
184         sample   2181                   Ecuador 1962
185         sample   2182                   Ecuador 1974
186         sample   2183                   Ecuador 1982
187         sample   2184                   Ecuador 1990
188         sample   2185                   Ecuador 2001
189         sample   2186                   Ecuador 2010
190         sample   8181                     Egypt 1996
191         sample   8182                     Egypt 2006
192         sample   2221               El Salvador 1992
193         sample   2222               El Salvador 2007
194         sample   2421                      Fiji 1966
195         sample   2422                      Fiji 1976
196         sample   2423                      Fiji 1986
197         sample   2424                      Fiji 1996
198         sample   2425                      Fiji 2007
199         sample   2501                    France 1962
200         sample   2502                    France 1968
201         sample   2503                    France 1975
202         sample   2504                    France 1982
203         sample   2505                    France 1990
204         sample   2506                    France 1999
205         sample   2507                    France 2006
206         sample   2761            Germany 1970 (West)
207         sample   2762            Germany 1971 (East)
208         sample   2763            Germany 1981 (East)
209         sample   2764            Germany 1987 (West)
210         sample   2881                     Ghana 2000
211         sample   2882                     Ghana 2010
212         sample   3001                    Greece 1971
213         sample   3002                    Greece 1981
214         sample   3003                    Greece 1991
215         sample   3004                    Greece 2001
216         sample   3241                    Guinea 1983
217         sample   3242                    Guinea 1996
218         sample   3321                     Haiti 1971
219         sample   3322                     Haiti 1982
220         sample   3323                     Haiti 2003
221         sample   3481                   Hungary 1970
222         sample   3482                   Hungary 1980
223         sample   3483                   Hungary 1990
224         sample   3484                   Hungary 2001
225         sample   3561                     India 1983
226         sample   3562                     India 1987
227         sample   3563                     India 1993
228         sample   3564                     India 1999
229         sample   3565                     India 2004
230         sample   3601                 Indonesia 1971
231         sample   3602                 Indonesia 1976
232         sample   3603                 Indonesia 1980
233         sample   3604                 Indonesia 1985
234         sample   3605                 Indonesia 1990
235         sample   3606                 Indonesia 1995
236         sample   3607                 Indonesia 2000
237         sample   3608                 Indonesia 2005
238         sample   3609                 Indonesia 2010
239         sample   3641                      Iran 2006
240         sample   3681                      Iraq 1997
241         sample   3721                   Ireland 1971
242         sample   3722                   Ireland 1979
243         sample   3723                   Ireland 1981
244         sample   3724                   Ireland 1986
245         sample   3725                   Ireland 1991
246         sample   3726                   Ireland 1996
247         sample   3727                   Ireland 2002
248         sample   3728                   Ireland 2006
249         sample   3729                   Ireland 2011
250         sample   3761                    Israel 1972
251         sample   3762                    Israel 1983
252         sample   3763                    Israel 1995
253         sample   3801                     Italy 2001
254         sample   3881                   Jamaica 1982
255         sample   3882                   Jamaica 1991
256         sample   3883                   Jamaica 2001
257         sample   4001                    Jordan 2004
258         sample   4041                     Kenya 1969
259         sample   4042                     Kenya 1979
260         sample   4043                     Kenya 1989
261         sample   4044                     Kenya 1999
262         sample   4045                     Kenya 2009
263         sample   4171           Kyrgyz Republic 1999
264         sample   4172           Kyrgyz Republic 2009
265         sample   4301                   Liberia 1974
266         sample   4302                   Liberia 2008
267         sample   4541                    Malawi 1987
268         sample   4542                    Malawi 1998
269         sample   4543                    Malawi 2008
270         sample   4581                  Malaysia 1970
271         sample   4582                  Malaysia 1980
272         sample   4583                  Malaysia 1991
273         sample   4584                  Malaysia 2000
274         sample   4661                      Mali 1987
275         sample   4662                      Mali 1998
276         sample   4663                      Mali 2009
277         sample   4841                    Mexico 1960
278         sample   4842                    Mexico 1970
279         sample   4843                    Mexico 1990
280         sample   4844                    Mexico 1995
281         sample   4845                    Mexico 2000
282         sample   4846                    Mexico 2005
283         sample   4847                    Mexico 2010
284         sample   4961                  Mongolia 1989
285         sample   4962                  Mongolia 2000
286         sample   5041                   Morocco 1982
287         sample   5042                   Morocco 1994
288         sample   5043                   Morocco 2004
289         sample   5241                     Nepal 2001
290         sample   5281               Netherlands 1960
291         sample   5282               Netherlands 1971
292         sample   5283               Netherlands 2001
293         sample   5581                 Nicaragua 1971
294         sample   5582                 Nicaragua 1995
295         sample   5583                 Nicaragua 2005
296         sample   5661                   Nigeria 2006
297         sample   5662                   Nigeria 2007
298         sample   5663                   Nigeria 2008
299         sample   5664                   Nigeria 2009
300         sample   5665                   Nigeria 2010
301         sample   5861                  Pakistan 1973
302         sample   5862                  Pakistan 1981
303         sample   5863                  Pakistan 1998
304         sample   2751                 Palestine 1997
305         sample   2752                 Palestine 2007
306         sample   5911                    Panama 1960
307         sample   5912                    Panama 1970
308         sample   5913                    Panama 1980
309         sample   5914                    Panama 1990
310         sample   5915                    Panama 2000
311         sample   5916                    Panama 2010
312         sample   6041                      Peru 1993
313         sample   6042                      Peru 2007
314         sample   6081               Philippines 1990
315         sample   6082               Philippines 1995
316         sample   6083               Philippines 2000
317         sample   6201                  Portugal 1981
318         sample   6202                  Portugal 1991
319         sample   6203                  Portugal 2001
320         sample   6301               Puerto Rico 1970
321         sample   6302               Puerto Rico 1980
322         sample   6303               Puerto Rico 1990
323         sample   6304               Puerto Rico 2000
324         sample   6305               Puerto Rico 2005
325         sample   6421                   Romania 1977
326         sample   6422                   Romania 1992
327         sample   6423                   Romania 2002
328         sample   6461                    Rwanda 1991
329         sample   6462                    Rwanda 2002
330         sample   6621               Saint Lucia 1980
331         sample   6622               Saint Lucia 1991
332         sample   6861                   Senegal 1988
333         sample   6862                   Senegal 2002
334         sample   6941              Sierra Leone 2004
335         sample   7051                  Slovenia 2002
336         sample   7101              South Africa 1996
337         sample   7102              South Africa 2001
338         sample   7103              South Africa 2007
339         sample   7241                     Spain 1981
340         sample   7242                     Spain 1991
341         sample   7243                     Spain 2001
342         sample   7281               South Sudan 2008
343         sample   7291                     Sudan 2008
344         sample   7561               Switzerland 1970
345         sample   7562               Switzerland 1980
346         sample   7563               Switzerland 1990
347         sample   7564               Switzerland 2000
348         sample   8341                  Tanzania 1988
349         sample   8342                  Tanzania 2002
350         sample   7641                  Thailand 1970
351         sample   7642                  Thailand 1980
352         sample   7643                  Thailand 1990
353         sample   7644                  Thailand 2000
354         sample   7921                    Turkey 1985
355         sample   7922                    Turkey 1990
356         sample   7923                    Turkey 2000
357         sample   8001                    Uganda 1991
358         sample   8002                    Uganda 2002
359         sample   8041                   Ukraine 2001
360         sample   8261            United Kingdom 1991
361         sample   8262            United Kingdom 2001
362         sample   8401             United States 1960
363         sample   8402             United States 1970
364         sample   8403             United States 1980
365         sample   8404             United States 1990
366         sample   8405             United States 2000
367         sample   8406             United States 2005
368         sample   8407             United States 2010
369         sample   8581                   Uruguay 1963
370         sample   8582                   Uruguay 1975
371         sample   8583                   Uruguay 1985
372         sample   8584                   Uruguay 1996
373         sample   8585                   Uruguay 2006
374         sample   8586                   Uruguay 2011
375         sample   8621                 Venezuela 1971
376         sample   8622                 Venezuela 1981
377         sample   8623                 Venezuela 1990
378         sample   8624                 Venezuela 2001
379         sample   7041                   Vietnam 1989
380         sample   7042                   Vietnam 1999
381         sample   7043                   Vietnam 2009
382         sample   8941                    Zambia 1990
383         sample   8942                    Zambia 2000
384         sample   8943                    Zambia 2010
385       mx10pern      1                              1
386       mx10pern      2                              2
387       mx10pern      3                              3
388       mx10pern      4                              4
389       mx10pern      5                              5
390       mx10pern      6                              6
391       mx10pern      7                              7
392       mx10pern      8                              8
393       mx10pern      9                              9
394       mx10pern     10                             10
395       mx10pern     11                             11
396       mx10pern     12                             12
397       mx10pern     13                             13
398       mx10pern     14                             14
399       mx10pern     15                             15
400       mx10pern     16                             16
401       mx10pern     17                             17
402       mx10pern     18                             18
403       mx10pern     19                             19
404       mx10pern     20                             20
405       mx10pern     21                             21
406       mx10pern     22                             22
407       mx10pern     23                             23
408       mx10pern     24                             24
409       mx10pern     25                             25
410       mx10pern     26                             26
411       mx10pern     27                             27
412       mx10pern     28                             28
413       mx10pern     29                             29
414       mx10pern     30                             30
415       mx10pern     31                             31
416       mx10pern     32                             32
417       mx10pern     33                             33
418       mx10pern     34                             34
419       mx10pern     35                             35
420       mx10pern     38                             38
421      mx10state      1                 Aguascalientes
422      mx10state      2                Baja California
423      mx10state      3            Baja California Sur
424      mx10state      4                       Campeche
425      mx10state      5           Coahuila de Zaragoza
426      mx10state      6                         Colima
427      mx10state      7                        Chiapas
428      mx10state      8                      Chihuahua
429      mx10state      9               Distrito Federal
430      mx10state     10                        Durango
431      mx10state     11                     Guanajuato
432      mx10state     12                       Guerrero
433      mx10state     13                        Hidalgo
434      mx10state     14                        Jalisco
435      mx10state     15                         México
436      mx10state     16            Michoacán de Ocampo
437      mx10state     17                        Morelos
438      mx10state     18                        Nayarit
439      mx10state     19                     Nuevo León
440      mx10state     20                         Oaxaca
441      mx10state     21                         Puebla
442      mx10state     22                      Querétaro
443      mx10state     23                   Quintana Roo
444      mx10state     24                San Luis Potosí
445      mx10state     25                        Sinaloa
446      mx10state     26                         Sonora
447      mx10state     27                        Tabasco
448      mx10state     28                     Tamaulipas
449      mx10state     29                       Tlaxcala
450      mx10state     30 Veracruz de Ignacio de la Llav
451      mx10state     31                        Yucatán
452      mx10state     32                      Zacatecas
453      mx10munic   1001                 Aguascalientes
454      mx10munic   1002                       Asientos
455      mx10munic   1003                       Calvillo
456      mx10munic   1004                          Cosío
457      mx10munic   1005                    Jesús María
458      mx10munic   1006            Pabellón de Arteaga
459      mx10munic   1007                Rincón de Romos
460      mx10munic   1008             San José de Gracia
461      mx10munic   1009                       Tepezalá
462      mx10munic   1010                       El Llano
463      mx10munic   1011      San Francisco de los Romo
464      mx10munic   2001                       Ensenada
465      mx10munic   2002                       Mexicali
466      mx10munic   2003                         Tecate
467      mx10munic   2004                        Tijuana
468      mx10munic   2005             Playas de Rosarito
469      mx10munic   3001                        Comondú
470      mx10munic   3002                         Mulegé
471      mx10munic   3003                         La Paz
472      mx10munic   3008                      Los Cabos
473      mx10munic   3009                         Loreto
474      mx10munic   4001                        Calkiní
475      mx10munic   4002                       Campeche
476      mx10munic   4003                         Carmen
477      mx10munic   4004                      Champotón
478      mx10munic   4005                    Hecelchakán
479      mx10munic   4006                      Hopelchén
480      mx10munic   4007                       Palizada
481      mx10munic   4008                         Tenabo
482      mx10munic   4009                      Escárcega
483      mx10munic   4010                       Calakmul
484      mx10munic   4011                     Candelaria
485      mx10munic   5001                        Abasolo
486      mx10munic   5002                          Acuña
487      mx10munic   5003                        Allende
488      mx10munic   5004                        Arteaga
489      mx10munic   5005                        Candela
490      mx10munic   5006                       Castaños
491      mx10munic   5007                Cuatro Ciénegas
492      mx10munic   5008                       Escobedo
493      mx10munic   5009            Francisco I. Madero
494      mx10munic   5010                       Frontera
495      mx10munic   5011                 General Cepeda
496      mx10munic   5012                       Guerrero
497      mx10munic   5013                        Hidalgo
498      mx10munic   5014                        Jiménez
499      mx10munic   5015                         Juárez
500      mx10munic   5016                       Lamadrid
501      mx10munic   5017                      Matamoros
502      mx10munic   5018                       Monclova
503      mx10munic   5019                        Morelos
504      mx10munic   5020                        Múzquiz
505      mx10munic   5021                      Nadadores
506      mx10munic   5022                           Nava
507      mx10munic   5023                         Ocampo
508      mx10munic   5024                         Parras
509      mx10munic   5025                 Piedras Negras
510      mx10munic   5026                       Progreso
511      mx10munic   5027                   Ramos Arizpe
512      mx10munic   5028                        Sabinas
513      mx10munic   5029                     Sacramento
514      mx10munic   5030                       Saltillo
515      mx10munic   5031               San Buenaventura
516      mx10munic   5032            San Juan de Sabinas
517      mx10munic   5033                      San Pedro
518      mx10munic   5034                  Sierra Mojada
519      mx10munic   5035                        Torreón
520      mx10munic   5036                         Viesca
521      mx10munic   5037                    Villa Unión
522      mx10munic   5038                       Zaragoza
523      mx10munic   6001                        Armería
524      mx10munic   6002                         Colima
525      mx10munic   6003                         Comala
526      mx10munic   6004                    Coquimatlán
527      mx10munic   6005                     Cuauhtémoc
528      mx10munic   6006                    Ixtlahuacán
529      mx10munic   6007                     Manzanillo
530      mx10munic   6008                     Minatitlán
531      mx10munic   6009                        Tecomán
532      mx10munic   6010               Villa de Álvarez
533      mx10munic   7001                     Acacoyagua
534      mx10munic   7002                          Acala
535      mx10munic   7003                     Acapetahua
536      mx10munic   7004                     Altamirano
537      mx10munic   7005                         Amatán
538      mx10munic   7006      Amatenango de la Frontera
539      mx10munic   7007           Amatenango del Valle
540      mx10munic   7008             Angel Albino Corzo
541      mx10munic   7009                        Arriaga
542      mx10munic   7010              Bejucal de Ocampo
543      mx10munic   7011                    Bella Vista
544      mx10munic   7012                    Berriozábal
545      mx10munic   7013                         Bochil
546      mx10munic   7014                      El Bosque
547      mx10munic   7015                     Cacahoatán
548      mx10munic   7016                       Catazajá
549      mx10munic   7017                      Cintalapa
550      mx10munic   7018                       Coapilla
551      mx10munic   7019           Comitán de Domínguez
552      mx10munic   7020                   La Concordia
553      mx10munic   7021                      Copainalá
554      mx10munic   7022                  Chalchihuitán
555      mx10munic   7023                        Chamula
556      mx10munic   7024                         Chanal
557      mx10munic   7025                  Chapultenango
558      mx10munic   7026                       Chenalhó
559      mx10munic   7027                Chiapa de Corzo
560      mx10munic   7028                      Chiapilla
561      mx10munic   7029                      Chicoasén
562      mx10munic   7030                    Chicomuselo
563      mx10munic   7031                         Chilón
564      mx10munic   7032                      Escuintla
565      mx10munic   7033                 Francisco León
566      mx10munic   7034              Frontera Comalapa
567      mx10munic   7035               Frontera Hidalgo
568      mx10munic   7036                    La Grandeza
569      mx10munic   7037                      Huehuetán
570      mx10munic   7038                        Huixtán
571      mx10munic   7039                      Huitiupán
572      mx10munic   7040                        Huixtla
573      mx10munic   7041               La Independencia
574      mx10munic   7042                       Ixhuatán
575      mx10munic   7043                    Ixtacomitán
576      mx10munic   7044                         Ixtapa
577      mx10munic   7045                  Ixtapangajoya
578      mx10munic   7046                     Jiquipilas
579      mx10munic   7047                        Jitotol
580      mx10munic   7048                         Juárez
581      mx10munic   7049                     Larráinzar
582      mx10munic   7050                    La Libertad
583      mx10munic   7051                     Mapastepec
584      mx10munic   7052                 Las Margaritas
585      mx10munic   7053               Mazapa de Madero
586      mx10munic   7054                        Mazatán
587      mx10munic   7055                         Metapa
588      mx10munic   7056                       Mitontic
589      mx10munic   7057                     Motozintla
590      mx10munic   7058                   Nicolás Ruíz
591      mx10munic   7059                       Ocosingo
592      mx10munic   7060                       Ocotepec
593      mx10munic   7061       Ocozocoautla de Espinosa
594      mx10munic   7062                       Ostuacán
595      mx10munic   7063                     Osumacinta
596      mx10munic   7064                         Oxchuc
597      mx10munic   7065                       Palenque
598      mx10munic   7066                       Pantelhó
599      mx10munic   7067                       Pantepec
600      mx10munic   7068                     Pichucalco
601      mx10munic   7069                     Pijijiapan
602      mx10munic   7070                    El Porvenir
603      mx10munic   7071              Villa Comaltitlán
604      mx10munic   7072     Pueblo Nuevo Solistahuacán
605      mx10munic   7073                          Rayón
606      mx10munic   7074                        Reforma
607      mx10munic   7075                      Las Rosas
608      mx10munic   7076                      Sabanilla
609      mx10munic   7077                  Salto de Agua
610      mx10munic   7078     San Cristóbal de las Casas
611      mx10munic   7079                   San Fernando
612      mx10munic   7080                       Siltepec
613      mx10munic   7081                      Simojovel
614      mx10munic   7082                         Sitalá
615      mx10munic   7083                   Socoltenango
616      mx10munic   7084                   Solosuchiapa
617      mx10munic   7085                         Soyaló
618      mx10munic   7086                       Suchiapa
619      mx10munic   7087                       Suchiate
620      mx10munic   7088                        Sunuapa
621      mx10munic   7089                      Tapachula
622      mx10munic   7090                       Tapalapa
623      mx10munic   7091                       Tapilula
624      mx10munic   7092                       Tecpatán
625      mx10munic   7093                       Tenejapa
626      mx10munic   7094                       Teopisca
627      mx10munic   7096                           Tila
628      mx10munic   7097                         Tonalá
629      mx10munic   7098                       Totolapa
630      mx10munic   7099                  La Trinitaria
631      mx10munic   7100                        Tumbalá
632      mx10munic   7101               Tuxtla Gutiérrez
633      mx10munic   7102                   Tuxtla Chico
634      mx10munic   7103                       Tuzantán
635      mx10munic   7104                         Tzimol
636      mx10munic   7105                   Unión Juárez
637      mx10munic   7106            Venustiano Carranza
638      mx10munic   7107                    Villa Corzo
639      mx10munic   7108                    Villaflores
640      mx10munic   7109                        Yajalón
641      mx10munic   7110                      San Lucas
642      mx10munic   7111                     Zinacantán
643      mx10munic   7112                San Juan Cancuc
644      mx10munic   7113                         Aldama
645      mx10munic   7114     Benemérito de las Américas
646      mx10munic   7115             Maravilla Tenejapa
647      mx10munic   7116            Marqués de Comillas
648      mx10munic   7117        Montecristo de Guerrero
649      mx10munic   7118            San Andrés Duraznal
650      mx10munic   7119              Santiago el Pinar
651      mx10munic   8001                        Ahumada
652      mx10munic   8002                         Aldama
653      mx10munic   8003                        Allende
654      mx10munic   8004                 Aquiles Serdán
655      mx10munic   8005                      Ascensión
656      mx10munic   8006                      Bachíniva
657      mx10munic   8007                        Balleza
658      mx10munic   8008                      Batopilas
659      mx10munic   8009                        Bocoyna
660      mx10munic   8010                   Buenaventura
661      mx10munic   8011                        Camargo
662      mx10munic   8012                        Carichí
663      mx10munic   8013                  Casas Grandes
664      mx10munic   8014                       Coronado
665      mx10munic   8015               Coyame del Sotol
666      mx10munic   8016                        La Cruz
667      mx10munic   8017                     Cuauhtémoc
668      mx10munic   8018                  Cusihuiriachi
669      mx10munic   8019                      Chihuahua
670      mx10munic   8020                       Chínipas
671      mx10munic   8021                       Delicias
672      mx10munic   8022        Dr. Belisario Domínguez
673      mx10munic   8023                        Galeana
674      mx10munic   8024                   Santa Isabel
675      mx10munic   8025                   Gómez Farías
676      mx10munic   8026                   Gran Morelos
677      mx10munic   8027                      Guachochi
678      mx10munic   8028                      Guadalupe
679      mx10munic   8029              Guadalupe y Calvo
680      mx10munic   8030                     Guazapares
681      mx10munic   8031                       Guerrero
682      mx10munic   8032             Hidalgo del Parral
683      mx10munic   8033                     Huejotitán
684      mx10munic   8034               Ignacio Zaragoza
685      mx10munic   8035                          Janos
686      mx10munic   8036                        Jiménez
687      mx10munic   8037                         Juárez
688      mx10munic   8038                        Julimes
689      mx10munic   8039                          López
690      mx10munic   8040                         Madera
691      mx10munic   8041                     Maguarichi
692      mx10munic   8042               Manuel Benavides
693      mx10munic   8043                        Matachí
694      mx10munic   8044                      Matamoros
695      mx10munic   8045                         Meoqui
696      mx10munic   8046                        Morelos
697      mx10munic   8047                          Moris
698      mx10munic   8048                      Namiquipa
699      mx10munic   8049                        Nonoava
700      mx10munic   8050            Nuevo Casas Grandes
701      mx10munic   8051                         Ocampo
702      mx10munic   8052                        Ojinaga
703      mx10munic   8053           Praxedis G. Guerrero
704      mx10munic   8054                   Riva Palacio
705      mx10munic   8055                        Rosales
706      mx10munic   8056                        Rosario
707      mx10munic   8057         San Francisco de Borja
708      mx10munic   8058       San Francisco de Conchos
709      mx10munic   8059          San Francisco del Oro
710      mx10munic   8060                  Santa Bárbara
711      mx10munic   8061                         Satevó
712      mx10munic   8062                       Saucillo
713      mx10munic   8063                     Temósachic
714      mx10munic   8064                        El Tule
715      mx10munic   8065                         Urique
716      mx10munic   8066                        Uruachi
717      mx10munic   8067              Valle de Zaragoza
718      mx10munic   9002                   Azcapotzalco
719      mx10munic   9003                       Coyoacán
720      mx10munic   9004          Cuajimalpa de Morelos
721      mx10munic   9005              Gustavo A. Madero
722      mx10munic   9006                      Iztacalco
723      mx10munic   9007                     Iztapalapa
724      mx10munic   9008         La Magdalena Contreras
725      mx10munic   9009                     Milpa Alta
726      mx10munic   9010                 Álvaro Obregón
727      mx10munic   9011                        Tláhuac
728      mx10munic   9012                        Tlalpan
729      mx10munic   9013                     Xochimilco
730      mx10munic   9014                  Benito Juárez
731      mx10munic   9015                     Cuauhtémoc
732      mx10munic   9016                 Miguel Hidalgo
733      mx10munic   9017            Venustiano Carranza
734      mx10munic  10001                       Canatlán
735      mx10munic  10002                        Canelas
736      mx10munic  10003            Coneto de Comonfort
737      mx10munic  10004                       Cuencamé
738      mx10munic  10005                        Durango
739      mx10munic  10006          General Simón Bolívar
740      mx10munic  10007                  Gómez Palacio
741      mx10munic  10008             Guadalupe Victoria
742      mx10munic  10009                      Guanaceví
743      mx10munic  10010                        Hidalgo
744      mx10munic  10011                           Indé
745      mx10munic  10012                          Lerdo
746      mx10munic  10013                         Mapimí
747      mx10munic  10014                      Mezquital
748      mx10munic  10015                          Nazas
749      mx10munic  10016                 Nombre de Dios
750      mx10munic  10017                         Ocampo
751      mx10munic  10018                         El Oro
752      mx10munic  10019                          Otáez
753      mx10munic  10020             Pánuco de Coronado
754      mx10munic  10021                   Peñón Blanco
755      mx10munic  10022                         Poanas
756      mx10munic  10023                   Pueblo Nuevo
757      mx10munic  10024                          Rodeo
758      mx10munic  10025                   San Bernardo
759      mx10munic  10026                      San Dimas
760      mx10munic  10027          San Juan de Guadalupe
761      mx10munic  10028               San Juan del Río
762      mx10munic  10029           San Luis del Cordero
763      mx10munic  10030            San Pedro del Gallo
764      mx10munic  10031                    Santa Clara
765      mx10munic  10032           Santiago Papasquiaro
766      mx10munic  10033                         Súchil
767      mx10munic  10034                       Tamazula
768      mx10munic  10035                     Tepehuanes
769      mx10munic  10036                     Tlahualilo
770      mx10munic  10037                          Topia
771      mx10munic  10038               Vicente Guerrero
772      mx10munic  10039                    Nuevo Ideal
773      mx10munic  11001                        Abasolo
