8943     600011 16992
8943     600021 06992
8943     600032 06992
8943    1100012526999
8943    1100022276222
8943    2300012196222
8943    2300022 06999
8943    2300032 06999
8943    2300042 06999
8943    2300051 06999
8943    2300062 06999
8943    2800011 06999
8943    6500021 06999
8943    6600011 16999
8943    8700011396999
8943    8800011 06999
8943   13500012456222
8943   16400012456222
8943   16900011396999
8943   17200011866999
8943   18600011 16999
8943   20900012 06999
8943   20900022 06999
8943   22000012 26999
8943   28000011436999
8943   28800012556992
8943   30000012778999
8943   32600012321222
8943   40300012 18999
8943   40500011 08999
8943   42800011 56999
8943   42800022286222
8943   42800031146999
8943   42800041256999
8943   54400011236999
8943   55500012228219
8943   56500011656999
8943   57600011726992
8943   60400012676999
8943   61400012186222
8943   62600012216199
8943   63300011156999
8943   64600011 06999
8943   67000011546999
8943   67700012 08992
8943   69800011646999
8943   72200011306999
8943   76100012196222
8943   76100022246222
8943   76100031 76999
8943   76100041 26999
8943   76500012 26999
8943   80100011408999
8943   80500012 16999
8943   85700011506999
8943   89500011436999
8943   92400012296222
8943   98700011153999
8943  102000011 96999
8943  108000012 96999
8943  111500011606999
8943  112700011 06999
8943  115700012 16992
8943  117700011866999
8943  121600011107999
8943  121600021127999
8943  127700012256222
8943  128800012286222
8943  128800021 08999
8943  128800032 08999
8943  129000012506999
8943  129200012 66999
8943  130400012241222
8943  131300011 76999
8943  131400012521999
8943  132900011 06999
8943  132900022 18999
8943  133000012 08999
8943  135300012 56999
8943  135800011 06999
8943  136800011 16999
8943  136800021 06999
8943  138800011 36999
8943  138800022 18999
8943  140700012486222
8943  141200011786999
8943  141200022596999
8943  141300011806999
8943  142000011426999
8943  142300011416999
8943  142300021356999
8943  142300032 08991
8943  142900011 06991
8943  144100011486999
8943  144900011256999
8943  146500012 11999
8943  148500012 16999
8943  149500012 06992
8943  150600011 26999
8943  154700011886999
8943  160400011743999
8943  160500011 26999
8943  160600011 26999
8943  162100011406999
8943  163600012 06999
8943  165400011586999
8943  166000012326222
8943  166200011506999
8943  166900012 16992
8943  167100012706992
8943  168300012796999
8943  169800012686999
8943  171600011 26999
8943  172800012111999
8943  177700011356999
8943  177700011356999
8943  181800011 08999
8943  183100012 06999
8943  183100022 26999
8943  183100032 26999
8943  183100042 36999
8943  183100052 46999
8943  183100062 26999
8943  183200012328199
8943  185900012456222
8943  185900022636992
8943  187200011566999
8943  187600012626992
8943  188600011696999
8943  188700011136999
8943  188800011 36999
8943  188900011 06999
8943  190700011396999
8943  191300011381999
8943  191600012366222
8943  192300012868999
8943  198200012356222
8943  205200011 06999
8943  210900012356222
8943  217200011 06999
8943  217500011406999
8943  217500022386222
8943  218000011756999
8943  219000011556999
8943  219300011506999
8943  221500012276222
8943  222200011426999
8943  228500011 16999
8943  228500021256999
8943  230800011381999
8943  234200012 08999
8943  235300011756999
8943  236600011 16999
8943  237200012251222
8943  237300011186999
8943  238000012 06999
8943  239800012786999
8943  239900011356999
8943  240100012 26992
8943  240200011 16999
8943  241100011 08991
8943  241800012556999
8943  242100011136999
8943  244100011 16999
8943  245500011686999
8943  247900011506999
8943  248500012336222
8943  250000011326999
8943  252400011616999
8943  252400022376222
8943  253400011216992
8943  253400022186222
8943  253900011386992
8943  253900021316992
8943  256300012496222
8943  263900012326222
8943  264500012396222
8943  267300011 16999
8943  267800011386999
8943  270100011 36999
8943  272100012816992
8943  272900012 06999
8943  274700011 06999
8943  274700021 06999
8943  274700032 06999
8943  275800011 56999
8943  275800022126222
8943  277600011 06992
8943  279800012 06992
8943  279800021 08999
8943  279800031 38992
8943  281700011 06992
8943  282800012 16992
8943  285100011191999
8943  291600011197999
8943  291600022228222
8943  291700012 06999
8943  294700012 06991
8943  296600011 36999
8943  300700012 06999
