          vname       code                                                                                                   short
1001   yrsstate         10                                                                                                      10
1002   yrsstate         11                                                                                                      11
1003   yrsstate         12                                                                                                      12
1004   yrsstate         13                                                                                                      13
1005   yrsstate         14                                                                                                      14
1006   yrsstate         15                                                                                                      15
1007   yrsstate         16                                                                                                      16
1008   yrsstate         17                                                                                                      17
1009   yrsstate         18                                                                                                      18
1010   yrsstate         19                                                                                                      19
1011   yrsstate         20                                                                                                      20
1012   yrsstate         21                                                                                                      21
1013   yrsstate         22                                                                                                      22
1014   yrsstate         23                                                                                                      23
1015   yrsstate         24                                                                                                      24
1016   yrsstate         25                                                                                                      25
1017   yrsstate         26                                                                                                      26
1018   yrsstate         27                                                                                                      27
1019   yrsstate         28                                                                                                      28
1020   yrsstate         29                                                                                                      29
1021   yrsstate         30                                                                                                      30
1022   yrsstate         31                                                                                                      31
1023   yrsstate         32                                                                                                      32
1024   yrsstate         33                                                                                                      33
1025   yrsstate         34                                                                                                      34
1026   yrsstate         35                                                                                                      35
1027   yrsstate         36                                                                                                      36
1028   yrsstate         37                                                                                                      37
1029   yrsstate         38                                                                                                      38
1030   yrsstate         39                                                                                                      39
1031   yrsstate         40                                                                                                      40
1032   yrsstate         41                                                                                                      41
1033   yrsstate         42                                                                                                      42
1034   yrsstate         43                                                                                                      43
1035   yrsstate         44                                                                                                      44
1036   yrsstate         45                                                                                                      45
1037   yrsstate         46                                                                                                      46
1038   yrsstate         47                                                                                                      47
1039   yrsstate         48                                                                                                      48
1040   yrsstate         49                                                                                                      49
1041   yrsstate         50                                                                                                      50
1042   yrsstate         51                                                                                                      51
1043   yrsstate         52                                                                                                      52
1044   yrsstate         53                                                                                                      53
1045   yrsstate         54                                                                                                      54
1046   yrsstate         55                                                                                                      55
1047   yrsstate         56                                                                                                      56
1048   yrsstate         57                                                                                                      57
1049   yrsstate         58                                                                                                      58
1050   yrsstate         59                                                                                                      59
1051   yrsstate         60                                                                                                      60
1052   yrsstate         61                                                                                                      61
1053   yrsstate         62                                                                                                      62
1054   yrsstate         63                                                                                                      63
1055   yrsstate         64                                                                                                      64
1056   yrsstate         65                                                                                                      65
1057   yrsstate         66                                                                                                      66
1058   yrsstate         67                                                                                                      67
1059   yrsstate         68                                                                                                      68
1060   yrsstate         69                                                                                                      69
1061   yrsstate         70                                                                                                      70
1062   yrsstate         71                                                                                                      71
1063   yrsstate         72                                                                                                      72
1064   yrsstate         73                                                                                                      73
1065   yrsstate         74                                                                                                      74
1066   yrsstate         75                                                                                                      75
1067   yrsstate         76                                                                                                      76
1068   yrsstate         77                                                                                                      77
1069   yrsstate         78                                                                                                      78
1070   yrsstate         79                                                                                                      79
1071   yrsstate         80                                                                                                      80
1072   yrsstate         81                                                                                                      81
1073   yrsstate         82                                                                                                      82
1074   yrsstate         83                                                                                                      83
1075   yrsstate         84                                                                                                      84
1076   yrsstate         85                                                                                                      85
1077   yrsstate         86                                                                                                      86
1078   yrsstate         87                                                                                                      87
1079   yrsstate         88                                                                                                      88
1080   yrsstate         89                                                                                                      89
1081   yrsstate         90                                                                                                      90
1082   yrsstate         91                                                                                                      91
1083   yrsstate         92                                                                                                      92
1084   yrsstate         93                                                                                                      93
1085   yrsstate         94                                                                                                      94
1086   yrsstate         95                                                                                                      95
1087   yrsstate         96                                                                                                      96
1088   yrsstate         97                                                                                                      97
1089   yrsstate         98                                                                                                      98
1090   yrsstate         99                                                                                                      99
1091   yrsstate        100                                                                                                    100+
1092   yrsstate        999                                                                                                     NIU
1093    yrsmuni          0                                                                                                       0
1094    yrsmuni          1                                                                                                       1
1095    yrsmuni          2                                                                                                       2
1096    yrsmuni          3                                                                                                       3
1097    yrsmuni          4                                                                                                       4
1098    yrsmuni          5                                                                                                       5
1099    yrsmuni          6                                                                                                       6
1100    yrsmuni          7                                                                                                       7
1101    yrsmuni          8                                                                                                       8
1102    yrsmuni          9                                                                                                       9
1103    yrsmuni         10                                                                                                      10
1104    yrsmuni         11                                                                                                      11
1105    yrsmuni         12                                                                                                      12
1106    yrsmuni         13                                                                                                      13
1107    yrsmuni         14                                                                                                      14
1108    yrsmuni         15                                                                                                      15
1109    yrsmuni         16                                                                                                      16
1110    yrsmuni         17                                                                                                      17
1111    yrsmuni         18                                                                                                      18
1112    yrsmuni         19                                                                                                      19
1113    yrsmuni         20                                                                                                      20
1114    yrsmuni         21                                                                                                      21
1115    yrsmuni         22                                                                                                      22
1116    yrsmuni         23                                                                                                      23
1117    yrsmuni         24                                                                                                      24
1118    yrsmuni         25                                                                                                      25
1119    yrsmuni         26                                                                                                      26
1120    yrsmuni         27                                                                                                      27
1121    yrsmuni         28                                                                                                      28
1122    yrsmuni         29                                                                                                      29
1123    yrsmuni         30                                                                                                      30
1124    yrsmuni         31                                                                                                      31
1125    yrsmuni         32                                                                                                      32
1126    yrsmuni         33                                                                                                      33
1127    yrsmuni         34                                                                                                      34
1128    yrsmuni         35                                                                                                      35
1129    yrsmuni         36                                                                                                      36
1130    yrsmuni         37                                                                                                      37
1131    yrsmuni         38                                                                                                      38
1132    yrsmuni         39                                                                                                      39
1133    yrsmuni         40                                                                                                      40
1134    yrsmuni         41                                                                                                      41
1135    yrsmuni         42                                                                                                      42
1136    yrsmuni         43                                                                                                      43
1137    yrsmuni         44                                                                                                      44
1138    yrsmuni         45                                                                                                      45
1139    yrsmuni         46                                                                                                      46
1140    yrsmuni         47                                                                                                      47
1141    yrsmuni         48                                                                                                      48
1142    yrsmuni         49                                                                                                      49
1143    yrsmuni         50                                                                                                      50
1144    yrsmuni         51                                                                                                      51
1145    yrsmuni         52                                                                                                      52
1146    yrsmuni         53                                                                                                      53
1147    yrsmuni         54                                                                                                      54
1148    yrsmuni         55                                                                                                      55
1149    yrsmuni         56                                                                                                      56
1150    yrsmuni         57                                                                                                      57
1151    yrsmuni         58                                                                                                      58
1152    yrsmuni         59                                                                                                      59
1153    yrsmuni         60                                                                                                      60
1154    yrsmuni         61                                                                                                      61
1155    yrsmuni         62                                                                                                      62
1156    yrsmuni         63                                                                                                      63
1157    yrsmuni         64                                                                                                      64
1158    yrsmuni         65                                                                                                      65
1159    yrsmuni         66                                                                                                      66
1160    yrsmuni         67                                                                                                      67
1161    yrsmuni         68                                                                                                      68
1162    yrsmuni         69                                                                                                      69
1163    yrsmuni         70                                                                                                      70
1164    yrsmuni         71                                                                                                      71
1165    yrsmuni         72                                                                                                      72
1166    yrsmuni         73                                                                                                      73
1167    yrsmuni         74                                                                                                      74
1168    yrsmuni         75                                                                                                      75
1169    yrsmuni         76                                                                                                      76
1170    yrsmuni         77                                                                                                      77
1171    yrsmuni         78                                                                                                      78
1172    yrsmuni         79                                                                                                      79
1173    yrsmuni         80                                                                                                      80
1174    yrsmuni         81                                                                                                      81
1175    yrsmuni         82                                                                                                      82
1176    yrsmuni         83                                                                                                      83
1177    yrsmuni         84                                                                                                      84
1178    yrsmuni         85                                                                                                      85
1179    yrsmuni         86                                                                                                      86
1180    yrsmuni         87                                                                                                      87
1181    yrsmuni         88                                                                                                      88
1182    yrsmuni         89                                                                                                      89
1183    yrsmuni         90                                                                                                      90
1184    yrsmuni         91                                                                                                      91
1185    yrsmuni         92                                                                                                      92
1186    yrsmuni         93                                                                                                      93
1187    yrsmuni         94                                                                                                      94
1188    yrsmuni         95                                                                                                     95+
1189    yrsmuni        999                                                                                                     NIU
1190    prevres          1                                             A state/municipalty other than the one of current residence
1191    prevres          2                                                                                         Foreign country
1192    prevres          9                                                                                                     NIU
1193   prevstat         11                                                                                                Rôndonia
1194   prevstat         12                                                                                                    Acre
1195   prevstat         13                                                                                                Amazonas
1196   prevstat         14                                                                                                 Roraima
1197   prevstat         15                                                                                                    Pará
1198   prevstat         16                                                                                                   Amapá
1199   prevstat         17                                                                                               Tocantins
1200   prevstat         21                                                                                                Maranhão
1201   prevstat         22                                                                                                   Piauí
1202   prevstat         23                                                                                                   Ceará
1203   prevstat         24                                                                                     Rio Grande Do Norte
1204   prevstat         25                                                                                                 Paraíba
1205   prevstat         26                                                                                              Pernambuco
1206   prevstat         27                                                                                                 Alagoas
1207   prevstat         28                                                                                                 Sergipe
1208   prevstat         29                                                                                                   Bahia
1209   prevstat         31                                                                                            Minas Gerais
1210   prevstat         32                                                                                          Espírito Santo
1211   prevstat         33                                                                                          Rio De Janeiro
1212   prevstat         35                                                                                               São Paulo
1213   prevstat         41                                                                                                  Paraná
1214   prevstat         42                                                                                          Santa Catarina
1215   prevstat         43                                                                                       Rio Grande Do Sul
1216   prevstat         50                                                                                      Mato Grosso Do Sul
1217   prevstat         51                                                                                             Mato Grosso
1218   prevstat         52                                                                                                   Goiás
1219   prevstat         53                                                                                        Distrito Federal
1220   prevstat         98                                                                                                 Unknown
1221   prevstat         99                                                                                                     NIU
1222   prevmuni    1100015                                                                                   Alta Floresta D'Oeste
1223   prevmuni    1100023                                                                                               Ariquemes
1224   prevmuni    1100031                                                                                                  Cabixi
1225   prevmuni    1100049                                                                                                  Cacoal
1226   prevmuni    1100056                                                                                              Cerejeiras
1227   prevmuni    1100064                                                                                       Colorado do Oeste
1228   prevmuni    1100072                                                                                              Corumbiara
1229   prevmuni    1100080                                                                                           Costa Marques
1230   prevmuni    1100098                                                                                         Espigão D'Oeste
1231   prevmuni    1100106                                                                                           Guajará-Mirim
1232   prevmuni    1100114                                                                                                    Jaru
1233   prevmuni    1100122                                                                                               Ji-Paraná
1234   prevmuni    1100130                                                                                      Machadinho D'Oeste
1235   prevmuni    1100148                                                                                Nova Brasilândia D'Oeste
1236   prevmuni    1100155                                                                                     Ouro Preto do Oeste
1237   prevmuni    1100189                                                                                           Pimenta Bueno
1238   prevmuni    1100205                                                                                             Porto Velho
1239   prevmuni    1100254                                                                                       Presidente Médici
1240   prevmuni    1100262                                                                                              Rio Crespo
1241   prevmuni    1100288                                                                                          Rolim de Moura
1242   prevmuni    1100296                                                                                     Santa Luzia D'Oeste
1243   prevmuni    1100304                                                                                                 Vilhena
1244   prevmuni    1100320                                                                                   São Miguel do Guaporé
1245   prevmuni    1100338                                                                                             Nova Mamoré
1246   prevmuni    1100346                                                                                        Alvorada D'Oeste
1247   prevmuni    1100379                                                                                 Alto Alegre dos Parecis
1248   prevmuni    1100403                                                                                            Alto Paraíso
1249   prevmuni    1100452                                                                                                 Buritis
1250   prevmuni    1100502                                                                                 Novo Horizonte do Oeste
1251   prevmuni    1100601                                                                                             Cacaulândia
1252   prevmuni    1100700                                                                                  Campo Novo de Rondônia
1253   prevmuni    1100809                                                                                      Candeias do Jamari
1254   prevmuni    1100908                                                                                            Castanheiras
1255   prevmuni    1100924                                                                                             Chupinguaia
1256   prevmuni    1100940                                                                                                 Cujubim
1257   prevmuni    1101005                                                                               Governador Jorge Teixeira
1258   prevmuni    1101104                                                                                         Itapuã do Oeste
1259   prevmuni    1101203                                                                                      Ministro Andreazza
1260   prevmuni    1101302                                                                                        Mirante da Serra
1261   prevmuni    1101401                                                                                             Monte Negro
1262   prevmuni    1101435                                                                                              Nova União
1263   prevmuni    1101450                                                                                                 Parecis
1264   prevmuni    1101468                                                                                    Pimenteiras do Oeste
1265   prevmuni    1101476                                                                                   Primavera de Rondônia
1266   prevmuni    1101484                                                                                      São Felipe D'Oeste
1267   prevmuni    1101492                                                                                São Francisco do Guaporé
1268   prevmuni    1101500                                                                                            Seringueiras
1269   prevmuni    1101559                                                                                           Teixeirópolis
1270   prevmuni    1101609                                                                                               Theobroma
1271   prevmuni    1101708                                                                                                   Urupá
1272   prevmuni    1101757                                                                                           Vale do Anari
1273   prevmuni    1101807                                                                                         Vale do Paraíso
1274   prevmuni    1199999                                                                          Rondônia, municipality unknown
1275   prevmuni    1200013                                                                                              Acrelândia
1276   prevmuni    1200054                                                                                            Assis Brasil
1277   prevmuni    1200104                                                                                               Brasiléia
1278   prevmuni    1200138                                                                                                  Bujari
1279   prevmuni    1200179                                                                                                Capixaba
1280   prevmuni    1200203                                                                                         Cruzeiro do Sul
1281   prevmuni    1200252                                                                                          Epitaciolândia
1282   prevmuni    1200302                                                                                                   Feijó
1283   prevmuni    1200328                                                                                                  Jordão
1284   prevmuni    1200336                                                                                             Mâncio Lima
1285   prevmuni    1200344                                                                                           Manoel Urbano
1286   prevmuni    1200351                                                                                    Marechal Thaumaturgo
1287   prevmuni    1200385                                                                                       Plácido de Castro
1288   prevmuni    1200393                                                                                            Porto Walter
1289   prevmuni    1200401                                                                                              Rio Branco
1290   prevmuni    1200427                                                                                         Rodrigues Alves
1291   prevmuni    1200435                                                                                     Santa Rosa do Purus
1292   prevmuni    1200450                                                                                        Senador Guiomard
1293   prevmuni    1200500                                                                                          Sena Madureira
1294   prevmuni    1200609                                                                                                Tarauacá
1295   prevmuni    1200708                                                                                                  Xapuri
1296   prevmuni    1200807                                                                                              Porto Acre
1297   prevmuni    1299999                                                                              Acre, municipality unknown
1298   prevmuni    1300029                                                                                                Alvarães
1299   prevmuni    1300060                                                                                                 Amaturá
1300   prevmuni    1300086                                                                                                   Anamã
1301   prevmuni    1300102                                                                                                   Anori
1302   prevmuni    1300144                                                                                                    Apuí
1303   prevmuni    1300201                                                                                        Atalaia do Norte
1304   prevmuni    1300300                                                                                                 Autazes
1305   prevmuni    1300409                                                                                                Barcelos
1306   prevmuni    1300508                                                                                             Barreirinha
1307   prevmuni    1300607                                                                                       Benjamin Constant
1308   prevmuni    1300631                                                                                                  Beruri
1309   prevmuni    1300680                                                                                      Boa Vista do Ramos
1310   prevmuni    1300706                                                                                            Boca do Acre
1311   prevmuni    1300805                                                                                                   Borba
1312   prevmuni    1300839                                                                                              Caapiranga
1313   prevmuni    1300904                                                                                                Canutama
1314   prevmuni    1301001                                                                                                Carauari
1315   prevmuni    1301100                                                                                                 Careiro
1316   prevmuni    1301159                                                                                       Careiro da Várzea
1317   prevmuni    1301209                                                                                                   Coari
1318   prevmuni    1301308                                                                                                 Codajás
1319   prevmuni    1301407                                                                                                Eirunepé
1320   prevmuni    1301506                                                                                                  Envira
1321   prevmuni    1301605                                                                                               Fonte Boa
1322   prevmuni    1301654                                                                                                 Guajará
1323   prevmuni    1301704                                                                                                 Humaitá
1324   prevmuni    1301803                                                                                                 Ipixuna
1325   prevmuni    1301852                                                                                                Iranduba
1326   prevmuni    1301902                                                                                             Itacoatiara
1327   prevmuni    1301951                                                                                               Itamarati
1328   prevmuni    1302009                                                                                              Itapiranga
1329   prevmuni    1302108                                                                                                  Japurá
1330   prevmuni    1302207                                                                                                   Juruá
1331   prevmuni    1302306                                                                                                   Jutaí
1332   prevmuni    1302405                                                                                                  Lábrea
1333   prevmuni    1302504                                                                                              Manacapuru
1334   prevmuni    1302553                                                                                               Manaquiri
1335   prevmuni    1302603                                                                                                  Manaus
1336   prevmuni    1302702                                                                                                Manicoré
1337   prevmuni    1302801                                                                                                   Maraã
1338   prevmuni    1302900                                                                                                   Maués
1339   prevmuni    1303007                                                                                                Nhamundá
1340   prevmuni    1303106                                                                                    Nova Olinda do Norte
1341   prevmuni    1303205                                                                                              Novo Airão
